X Y Interpolated_Values
1.400000000000000000e+02 3.600000000000000000e+01 9.995195960159755089e-01
1.600000000000000000e+02 3.600000000000000000e+01 9.993741543183199960e-01
1.800000000000000000e+02 3.600000000000000000e+01 9.987394432433586156e-01
2.000000000000000000e+02 3.600000000000000000e+01 9.976012075272235879e-01
2.200000000000000000e+02 3.600000000000000000e+01 9.966630184605578258e-01
2.400000000000000000e+02 3.600000000000000000e+01 9.956536963452430333e-01
2.600000000000000000e+02 3.600000000000000000e+01 9.944834432260470924e-01
2.800000000000000000e+02 3.600000000000000000e+01 9.937950388704801519e-01
3.000000000000000000e+02 3.600000000000000000e+01 9.934116026779306052e-01
3.200000000000000000e+02 3.600000000000000000e+01 9.923946889848446196e-01
3.400000000000000000e+02 3.600000000000000000e+01 9.910617717689312878e-01
3.600000000000000000e+02 3.600000000000000000e+01 9.896738247617523632e-01
3.800000000000000000e+02 3.600000000000000000e+01 9.885000293040072661e-01
4.000000000000000000e+02 3.600000000000000000e+01 9.871819831657119293e-01
4.200000000000000000e+02 3.600000000000000000e+01 9.870844040422516175e-01
4.400000000000000000e+02 3.600000000000000000e+01 9.864015860520540802e-01
4.600000000000000000e+02 3.600000000000000000e+01 9.843132515802813787e-01
4.800000000000000000e+02 3.600000000000000000e+01 9.853089116768773970e-01
5.000000000000000000e+02 3.600000000000000000e+01 9.866714535549173659e-01
5.200000000000000000e+02 3.600000000000000000e+01 9.870196459053172111e-01
5.400000000000000000e+02 3.600000000000000000e+01 9.928800950346183818e-01
5.600000000000000000e+02 3.600000000000000000e+01 9.956712731648139636e-01
5.800000000000000000e+02 3.600000000000000000e+01 9.963244087053373388e-01
6.000000000000000000e+02 3.600000000000000000e+01 9.964759417330114610e-01
6.200000000000000000e+02 3.600000000000000000e+01 9.967099736516400466e-01
6.400000000000000000e+02 3.600000000000000000e+01 9.976197880508843596e-01
6.600000000000000000e+02 3.600000000000000000e+01 9.988010206516457767e-01
6.800000000000000000e+02 3.600000000000000000e+01 9.995973221238654283e-01
7.000000000000000000e+02 3.600000000000000000e+01 1.003735359355971024e+00
7.200000000000000000e+02 3.600000000000000000e+01 1.007159346861480342e+00
7.400000000000000000e+02 3.600000000000000000e+01 9.981637398154195040e-01
7.600000000000000000e+02 3.600000000000000000e+01 9.964003463223312096e-01
7.800000000000000000e+02 3.600000000000000000e+01 9.900785283198200171e-01
8.000000000000000000e+02 3.600000000000000000e+01 9.448271138123014445e-01
2.000000000000000000e+01 4.200000000000000000e+01 9.998857509421902323e-01
4.000000000000000000e+01 4.200000000000000000e+01 9.997527308258740142e-01
6.000000000000000000e+01 4.200000000000000000e+01 9.997050987817330814e-01
8.000000000000000000e+01 4.200000000000000000e+01 9.996988845934129397e-01
1.000000000000000000e+02 4.200000000000000000e+01 9.997353623626856756e-01
1.200000000000000000e+02 4.200000000000000000e+01 9.995897482945641510e-01
1.400000000000000000e+02 4.200000000000000000e+01 9.996007635865398200e-01
1.600000000000000000e+02 4.200000000000000000e+01 9.995083700911445712e-01
1.800000000000000000e+02 4.200000000000000000e+01 9.990144484343849163e-01
2.000000000000000000e+02 4.200000000000000000e+01 9.979056117078286547e-01
2.200000000000000000e+02 4.200000000000000000e+01 9.970076971341510497e-01
2.400000000000000000e+02 4.200000000000000000e+01 9.959967923701110726e-01
2.600000000000000000e+02 4.200000000000000000e+01 9.949093959387964592e-01
2.800000000000000000e+02 4.200000000000000000e+01 9.944726561861234604e-01
3.000000000000000000e+02 4.200000000000000000e+01 9.942179981943886080e-01
3.200000000000000000e+02 4.200000000000000000e+01 9.933417978393626058e-01
3.400000000000000000e+02 4.200000000000000000e+01 9.920599874889594050e-01
3.600000000000000000e+02 4.200000000000000000e+01 9.906912190955710074e-01
3.800000000000000000e+02 4.200000000000000000e+01 9.897017384768882486e-01
4.000000000000000000e+02 4.200000000000000000e+01 9.882353492468959333e-01
4.200000000000000000e+02 4.200000000000000000e+01 9.887911014185297720e-01
4.400000000000000000e+02 4.200000000000000000e+01 9.882260291053575063e-01
4.600000000000000000e+02 4.200000000000000000e+01 9.858698212274681349e-01
4.800000000000000000e+02 4.200000000000000000e+01 9.874998889601270813e-01
5.000000000000000000e+02 4.200000000000000000e+01 9.892953202093630605e-01
5.200000000000000000e+02 4.200000000000000000e+01 9.897548290142171856e-01
5.400000000000000000e+02 4.200000000000000000e+01 9.961978531984464480e-01
5.600000000000000000e+02 4.200000000000000000e+01 9.999410104698831514e-01
5.800000000000000000e+02 4.200000000000000000e+01 1.000573906424875315e+00
6.000000000000000000e+02 4.200000000000000000e+01 1.000688232339062456e+00
6.200000000000000000e+02 4.200000000000000000e+01 1.000894558583844018e+00
6.400000000000000000e+02 4.200000000000000000e+01 1.001971934015410515e+00
6.600000000000000000e+02 4.200000000000000000e+01 1.003822693419898826e+00
6.800000000000000000e+02 4.200000000000000000e+01 1.004511142177813454e+00
7.000000000000000000e+02 4.200000000000000000e+01 1.009142877732449373e+00
7.200000000000000000e+02 4.200000000000000000e+01 1.012119805598792777e+00
7.400000000000000000e+02 4.200000000000000000e+01 1.003939676169748330e+00
